"","Tanggal","Curah_Hujan","Nama_Stasiun"
"6820",2014-09-02,0,"Pintu Rime Gayo"
"6821",2014-09-03,0,"Pintu Rime Gayo"
"6822",2014-09-04,0,"Pintu Rime Gayo"
"6823",2014-09-05,0,"Pintu Rime Gayo"
"6824",2014-09-06,0,"Pintu Rime Gayo"
"6825",2014-09-07,0,"Pintu Rime Gayo"
"6826",2014-09-08,0,"Pintu Rime Gayo"
"6827",2014-09-09,0,"Pintu Rime Gayo"
"6828",2014-09-10,0,"Pintu Rime Gayo"
"6829",2014-09-11,0,"Pintu Rime Gayo"
"6830",2014-09-12,0,"Pintu Rime Gayo"
"6831",2014-09-13,0,"Pintu Rime Gayo"
"6832",2014-09-14,0,"Pintu Rime Gayo"
"6833",2014-09-15,0,"Pintu Rime Gayo"
"6834",2014-09-16,0,"Pintu Rime Gayo"
"6835",2014-09-17,0,"Pintu Rime Gayo"
"6836",2014-09-18,0,"Pintu Rime Gayo"
"6837",2014-09-19,0,"Pintu Rime Gayo"
"6838",2014-09-20,0,"Pintu Rime Gayo"
"6839",2014-09-21,0,"Pintu Rime Gayo"
"6840",2014-09-22,0,"Pintu Rime Gayo"
"6841",2014-09-23,0,"Pintu Rime Gayo"
"6842",2014-09-24,0,"Pintu Rime Gayo"
"6843",2014-09-25,0,"Pintu Rime Gayo"
"6844",2014-09-26,0,"Pintu Rime Gayo"
"6845",2014-09-27,0,"Pintu Rime Gayo"
"6846",2014-09-28,0,"Pintu Rime Gayo"
"6847",2014-09-29,0,"Pintu Rime Gayo"
"6848",2014-09-30,0,"Pintu Rime Gayo"
"6849",2014-10-01,0,"Pintu Rime Gayo"
"6850",2014-10-02,0,"Pintu Rime Gayo"
"6851",2014-10-03,0.1,"Pintu Rime Gayo"
"6852",2014-10-04,0,"Pintu Rime Gayo"
"6853",2014-10-05,0,"Pintu Rime Gayo"
"6854",2014-10-06,0,"Pintu Rime Gayo"
"6855",2014-10-07,0,"Pintu Rime Gayo"
"6856",2014-10-08,0,"Pintu Rime Gayo"
"6857",2014-10-09,0,"Pintu Rime Gayo"
"6858",2014-10-10,0,"Pintu Rime Gayo"
"6859",2014-10-11,9.8,"Pintu Rime Gayo"
"6860",2014-10-12,0.4,"Pintu Rime Gayo"
"6861",2014-10-13,0,"Pintu Rime Gayo"
"6862",2014-10-14,0,"Pintu Rime Gayo"
"6863",2014-10-15,0,"Pintu Rime Gayo"
"6864",2014-10-16,0,"Pintu Rime Gayo"
"6865",2014-10-17,0,"Pintu Rime Gayo"
"6866",2014-10-18,0,"Pintu Rime Gayo"
"6867",2014-10-19,0,"Pintu Rime Gayo"
"6868",2014-10-20,0,"Pintu Rime Gayo"
"6869",2014-10-21,0,"Pintu Rime Gayo"
"6870",2014-10-22,0,"Pintu Rime Gayo"
"6871",2014-10-23,0,"Pintu Rime Gayo"
"6872",2014-10-24,0,"Pintu Rime Gayo"
"6873",2014-10-25,0,"Pintu Rime Gayo"
"6874",2014-10-26,0,"Pintu Rime Gayo"
"6875",2014-10-27,0,"Pintu Rime Gayo"
"6876",2014-10-28,0,"Pintu Rime Gayo"
"6877",2014-10-29,5,"Pintu Rime Gayo"
"6878",2014-10-30,0,"Pintu Rime Gayo"
"6879",2014-10-31,0,"Pintu Rime Gayo"
"6880",2014-11-01,0,"Pintu Rime Gayo"
"6881",2014-11-02,0,"Pintu Rime Gayo"
"6882",2014-11-03,0,"Pintu Rime Gayo"
"6883",2014-11-04,0,"Pintu Rime Gayo"
"6884",2014-11-05,0,"Pintu Rime Gayo"
"6885",2014-11-06,1,"Pintu Rime Gayo"
"6886",2014-11-07,0,"Pintu Rime Gayo"
"6887",2014-11-08,4,"Pintu Rime Gayo"
"6888",2014-11-09,0,"Pintu Rime Gayo"
"6889",2014-11-10,0,"Pintu Rime Gayo"
"6890",2014-11-11,0,"Pintu Rime Gayo"
"6891",2014-11-12,9,"Pintu Rime Gayo"
"6892",2014-11-13,17,"Pintu Rime Gayo"
"6893",2014-11-14,7.5,"Pintu Rime Gayo"
"6894",2014-11-15,12.5,"Pintu Rime Gayo"
"6895",2014-11-16,3.5,"Pintu Rime Gayo"
"6896",2014-11-17,8,"Pintu Rime Gayo"
"6897",2014-11-18,28,"Pintu Rime Gayo"
"6898",2014-11-19,38.5,"Pintu Rime Gayo"
"6899",2014-11-20,0,"Pintu Rime Gayo"
"6900",2014-11-21,0,"Pintu Rime Gayo"
"6901",2014-11-22,0,"Pintu Rime Gayo"
"6902",2014-11-23,0,"Pintu Rime Gayo"
"6903",2014-11-24,0,"Pintu Rime Gayo"
"6904",2014-11-25,0,"Pintu Rime Gayo"
"6905",2014-11-26,2,"Pintu Rime Gayo"
"6906",2014-11-27,6.5,"Pintu Rime Gayo"
"6907",2014-11-28,0,"Pintu Rime Gayo"
"6908",2014-11-29,0,"Pintu Rime Gayo"
"6909",2014-11-30,10.5,"Pintu Rime Gayo"
"6910",2014-12-01,3.3,"Pintu Rime Gayo"
"6911",2014-12-02,16.4,"Pintu Rime Gayo"
"6912",2014-12-03,0.8,"Pintu Rime Gayo"
"6913",2014-12-04,18.5,"Pintu Rime Gayo"
"6914",2014-12-05,0,"Pintu Rime Gayo"
"6915",2014-12-06,55.1,"Pintu Rime Gayo"
"6916",2014-12-07,0,"Pintu Rime Gayo"
"6917",2014-12-08,10.1,"Pintu Rime Gayo"
"6918",2014-12-09,33.7,"Pintu Rime Gayo"
"6919",2014-12-10,127,"Pintu Rime Gayo"
"6920",2014-12-11,25.7,"Pintu Rime Gayo"
"6921",2014-12-12,0,"Pintu Rime Gayo"
"6922",2014-12-13,0,"Pintu Rime Gayo"
"6923",2014-12-14,0,"Pintu Rime Gayo"
"6924",2014-12-15,0,"Pintu Rime Gayo"
"6925",2014-12-16,0,"Pintu Rime Gayo"
"6926",2014-12-17,14,"Pintu Rime Gayo"
"6927",2014-12-18,0,"Pintu Rime Gayo"
"6928",2014-12-19,11,"Pintu Rime Gayo"
"6929",2014-12-20,7,"Pintu Rime Gayo"
"6930",2014-12-21,22,"Pintu Rime Gayo"
"6931",2014-12-22,10,"Pintu Rime Gayo"
"6932",2014-12-23,12,"Pintu Rime Gayo"
"6933",2014-12-24,5,"Pintu Rime Gayo"
"6934",2014-12-25,2,"Pintu Rime Gayo"
"6935",2014-12-26,6,"Pintu Rime Gayo"
"6936",2014-12-27,14,"Pintu Rime Gayo"
"6937",2014-12-28,13,"Pintu Rime Gayo"
"6938",2014-12-29,5,"Pintu Rime Gayo"
"6939",2014-12-30,0,"Pintu Rime Gayo"
"6940",2014-12-31,3,"Pintu Rime Gayo"
"6941",2015-01-01,36.1,"Pintu Rime Gayo"
"6942",2015-01-02,0.9,"Pintu Rime Gayo"
"6943",2015-01-03,0,"Pintu Rime Gayo"
"6944",2015-01-04,1.6,"Pintu Rime Gayo"
"6945",2015-01-05,0,"Pintu Rime Gayo"
"6946",2015-01-06,0,"Pintu Rime Gayo"
"6947",2015-01-07,48.2,"Pintu Rime Gayo"
"6948",2015-01-08,8.7,"Pintu Rime Gayo"
"6949",2015-01-09,0.1,"Pintu Rime Gayo"
"6950",2015-01-10,20.6,"Pintu Rime Gayo"
"6951",2015-01-11,4.1,"Pintu Rime Gayo"
"6952",2015-01-12,0,"Pintu Rime Gayo"
"6953",2015-01-13,0,"Pintu Rime Gayo"
"6954",2015-01-14,8.5,"Pintu Rime Gayo"
"6955",2015-01-15,4.9,"Pintu Rime Gayo"
"6956",2015-01-16,40.9,"Pintu Rime Gayo"
"6957",2015-01-17,0.1,"Pintu Rime Gayo"
"6958",2015-01-18,0,"Pintu Rime Gayo"
"6959",2015-01-19,0,"Pintu Rime Gayo"
"6960",2015-01-20,46.4,"Pintu Rime Gayo"
"6961",2015-01-21,25.7,"Pintu Rime Gayo"
"6962",2015-01-22,0,"Pintu Rime Gayo"
"6963",2015-01-23,0,"Pintu Rime Gayo"
"6964",2015-01-24,9,"Pintu Rime Gayo"
"6965",2015-01-25,2,"Pintu Rime Gayo"
"6966",2015-01-26,5,"Pintu Rime Gayo"
"6967",2015-01-27,0,"Pintu Rime Gayo"
"6968",2015-01-28,0,"Pintu Rime Gayo"
"6969",2015-01-29,2,"Pintu Rime Gayo"
"6970",2015-01-30,0,"Pintu Rime Gayo"
"6971",2015-01-31,2,"Pintu Rime Gayo"
"6972",2015-02-01,30.5,"Pintu Rime Gayo"
"6973",2015-02-02,21,"Pintu Rime Gayo"
"6974",2015-02-03,0.6,"Pintu Rime Gayo"
"6975",2015-02-04,0,"Pintu Rime Gayo"
"6976",2015-02-05,0,"Pintu Rime Gayo"
"6977",2015-02-06,0.1,"Pintu Rime Gayo"
"6978",2015-02-07,22.6,"Pintu Rime Gayo"
"6979",2015-02-08,9.5,"Pintu Rime Gayo"
"6980",2015-02-09,0,"Pintu Rime Gayo"
"6981",2015-02-10,0.1,"Pintu Rime Gayo"
"6982",2015-02-11,1.4,"Pintu Rime Gayo"
"6983",2015-02-12,11,"Pintu Rime Gayo"
"6984",2015-02-13,15,"Pintu Rime Gayo"
"6985",2015-02-14,25.8,"Pintu Rime Gayo"
"6986",2015-02-15,3.9,"Pintu Rime Gayo"
"6987",2015-02-16,0,"Pintu Rime Gayo"
"6988",2015-02-17,0,"Pintu Rime Gayo"
"6989",2015-02-18,0,"Pintu Rime Gayo"
"6990",2015-02-19,0.1,"Pintu Rime Gayo"
"6991",2015-02-20,0,"Pintu Rime Gayo"
"6992",2015-02-21,5.3,"Pintu Rime Gayo"
"6993",2015-02-22,14.7,"Pintu Rime Gayo"
"6994",2015-02-23,0,"Pintu Rime Gayo"
"6995",2015-02-24,0,"Pintu Rime Gayo"
"6996",2015-02-25,5,"Pintu Rime Gayo"
"6997",2015-02-26,4,"Pintu Rime Gayo"
"6998",2015-02-27,7,"Pintu Rime Gayo"
"6999",2015-02-28,0,"Pintu Rime Gayo"
"7000",2015-03-01,0.2,"Pintu Rime Gayo"
"7001",2015-03-02,2.6,"Pintu Rime Gayo"
"7002",2015-03-03,10.6,"Pintu Rime Gayo"
"7003",2015-03-04,0,"Pintu Rime Gayo"
"7004",2015-03-05,0,"Pintu Rime Gayo"
"7005",2015-03-06,0.5,"Pintu Rime Gayo"
"7006",2015-03-07,0.3,"Pintu Rime Gayo"
"7007",2015-03-08,40.2,"Pintu Rime Gayo"
"7008",2015-03-09,47.4,"Pintu Rime Gayo"
"7009",2015-03-10,80.9,"Pintu Rime Gayo"
"7010",2015-03-11,0.2,"Pintu Rime Gayo"
"7011",2015-03-12,3,"Pintu Rime Gayo"
"7012",2015-03-13,0,"Pintu Rime Gayo"
"7013",2015-03-14,48.4,"Pintu Rime Gayo"
"7014",2015-03-15,0,"Pintu Rime Gayo"
"7015",2015-03-16,0,"Pintu Rime Gayo"
"7016",2015-03-17,0,"Pintu Rime Gayo"
"7017",2015-03-18,0.3,"Pintu Rime Gayo"
"7018",2015-03-19,0,"Pintu Rime Gayo"
"7019",2015-03-20,0,"Pintu Rime Gayo"
"7020",2015-03-21,0,"Pintu Rime Gayo"
"7021",2015-03-22,6.8,"Pintu Rime Gayo"
"7022",2015-03-23,0,"Pintu Rime Gayo"
"7023",2015-03-24,4,"Pintu Rime Gayo"
"7024",2015-03-25,9,"Pintu Rime Gayo"
"7025",2015-03-26,0,"Pintu Rime Gayo"
"7026",2015-03-27,5,"Pintu Rime Gayo"
"7027",2015-03-28,0,"Pintu Rime Gayo"
"7028",2015-03-29,8,"Pintu Rime Gayo"
"7029",2015-03-30,0,"Pintu Rime Gayo"
"7030",2015-03-31,0,"Pintu Rime Gayo"
"7031",2015-04-01,0,"Pintu Rime Gayo"
"7032",2015-04-02,0,"Pintu Rime Gayo"
"7033",2015-04-03,0,"Pintu Rime Gayo"
"7034",2015-04-04,0,"Pintu Rime Gayo"
"7035",2015-04-05,21,"Pintu Rime Gayo"
"7036",2015-04-06,11,"Pintu Rime Gayo"
"7037",2015-04-07,9,"Pintu Rime Gayo"
"7038",2015-04-08,17,"Pintu Rime Gayo"
"7039",2015-04-09,25,"Pintu Rime Gayo"
"7040",2015-04-10,42,"Pintu Rime Gayo"
"7041",2015-04-11,0,"Pintu Rime Gayo"
"7042",2015-04-12,0,"Pintu Rime Gayo"
"7043",2015-04-13,12,"Pintu Rime Gayo"
"7044",2015-04-14,0,"Pintu Rime Gayo"
"7045",2015-04-15,12,"Pintu Rime Gayo"
"7046",2015-04-16,17,"Pintu Rime Gayo"
"7047",2015-04-17,24,"Pintu Rime Gayo"
"7048",2015-04-18,11,"Pintu Rime Gayo"
"7049",2015-04-19,9,"Pintu Rime Gayo"
"7050",2015-04-20,7,"Pintu Rime Gayo"
"7051",2015-04-21,0,"Pintu Rime Gayo"
"7052",2015-04-22,0,"Pintu Rime Gayo"
"7053",2015-04-23,0,"Pintu Rime Gayo"
"7054",2015-04-24,20,"Pintu Rime Gayo"
"7055",2015-04-25,0,"Pintu Rime Gayo"
"7056",2015-04-26,0,"Pintu Rime Gayo"
"7057",2015-04-27,27,"Pintu Rime Gayo"
"7058",2015-04-28,12,"Pintu Rime Gayo"
"7059",2015-04-29,9,"Pintu Rime Gayo"
"7060",2015-04-30,0,"Pintu Rime Gayo"
"7061",2015-05-01,0,"Pintu Rime Gayo"
"7062",2015-05-02,0,"Pintu Rime Gayo"
"7063",2015-05-03,0,"Pintu Rime Gayo"
"7064",2015-05-04,0,"Pintu Rime Gayo"
"7065",2015-05-05,0,"Pintu Rime Gayo"
"7066",2015-05-06,0,"Pintu Rime Gayo"
"7067",2015-05-07,0,"Pintu Rime Gayo"
"7068",2015-05-08,0,"Pintu Rime Gayo"
"7069",2015-05-09,0,"Pintu Rime Gayo"
"7070",2015-05-10,0,"Pintu Rime Gayo"
"7071",2015-05-11,0,"Pintu Rime Gayo"
"7072",2015-05-12,0,"Pintu Rime Gayo"
"7073",2015-05-13,0,"Pintu Rime Gayo"
"7074",2015-05-14,0,"Pintu Rime Gayo"
"7075",2015-05-15,0,"Pintu Rime Gayo"
"7076",2015-05-16,0,"Pintu Rime Gayo"
"7077",2015-05-17,0,"Pintu Rime Gayo"
"7078",2015-05-18,0,"Pintu Rime Gayo"
"7079",2015-05-19,0,"Pintu Rime Gayo"
"7080",2015-05-20,0,"Pintu Rime Gayo"
"7081",2015-05-21,0,"Pintu Rime Gayo"
"7082",2015-05-22,0,"Pintu Rime Gayo"
"7083",2015-05-23,0,"Pintu Rime Gayo"
"7084",2015-05-24,0,"Pintu Rime Gayo"
"7085",2015-05-25,0,"Pintu Rime Gayo"
"7086",2015-05-26,0,"Pintu Rime Gayo"
"7087",2015-05-27,0,"Pintu Rime Gayo"
"7088",2015-05-28,0,"Pintu Rime Gayo"
"7089",2015-05-29,0,"Pintu Rime Gayo"
"7090",2015-05-30,0,"Pintu Rime Gayo"
"7091",2015-05-31,0,"Pintu Rime Gayo"
"7092",2015-06-01,0,"Pintu Rime Gayo"
"7093",2015-06-02,0,"Pintu Rime Gayo"
"7094",2015-06-03,0,"Pintu Rime Gayo"
"7095",2015-06-04,0,"Pintu Rime Gayo"
"7096",2015-06-05,0,"Pintu Rime Gayo"
"7097",2015-06-06,0,"Pintu Rime Gayo"
"7098",2015-06-07,0,"Pintu Rime Gayo"
"7099",2015-06-08,0,"Pintu Rime Gayo"
"7100",2015-06-09,0,"Pintu Rime Gayo"
"7101",2015-06-10,0,"Pintu Rime Gayo"
"7102",2015-06-11,0,"Pintu Rime Gayo"
"7103",2015-06-12,0,"Pintu Rime Gayo"
"7104",2015-06-13,0,"Pintu Rime Gayo"
"7105",2015-06-14,0,"Pintu Rime Gayo"
"7106",2015-06-15,0,"Pintu Rime Gayo"
"7107",2015-06-16,0,"Pintu Rime Gayo"
"7108",2015-06-17,0,"Pintu Rime Gayo"
"7109",2015-06-18,0,"Pintu Rime Gayo"
"7110",2015-06-19,0,"Pintu Rime Gayo"
"7111",2015-06-20,0,"Pintu Rime Gayo"
"7112",2015-06-21,0,"Pintu Rime Gayo"
"7113",2015-06-22,0,"Pintu Rime Gayo"
"7114",2015-06-23,0,"Pintu Rime Gayo"
"7115",2015-06-24,0,"Pintu Rime Gayo"
"7116",2015-06-25,0,"Pintu Rime Gayo"
"7117",2015-06-26,0,"Pintu Rime Gayo"
"7118",2015-06-27,0,"Pintu Rime Gayo"
"7119",2015-06-28,0,"Pintu Rime Gayo"
"7120",2015-06-29,0,"Pintu Rime Gayo"
"7121",2015-06-30,0,"Pintu Rime Gayo"
"7122",2015-07-01,0,"Pintu Rime Gayo"
"7123",2015-07-02,0,"Pintu Rime Gayo"
"7124",2015-07-03,0,"Pintu Rime Gayo"
"7125",2015-07-04,0,"Pintu Rime Gayo"
"7126",2015-07-05,0,"Pintu Rime Gayo"
"7127",2015-07-06,0,"Pintu Rime Gayo"
"7128",2015-07-07,0,"Pintu Rime Gayo"
"7129",2015-07-08,0,"Pintu Rime Gayo"
"7130",2015-07-09,0,"Pintu Rime Gayo"
"7131",2015-07-10,0,"Pintu Rime Gayo"
"7132",2015-07-11,0,"Pintu Rime Gayo"
"7133",2015-07-12,0,"Pintu Rime Gayo"
"7134",2015-07-13,0,"Pintu Rime Gayo"
"7135",2015-07-14,0,"Pintu Rime Gayo"
"7136",2015-07-15,0,"Pintu Rime Gayo"
"7137",2015-07-16,0,"Pintu Rime Gayo"
"7138",2015-07-17,0,"Pintu Rime Gayo"
"7139",2015-07-18,0,"Pintu Rime Gayo"
"7140",2015-07-19,0,"Pintu Rime Gayo"
"7141",2015-07-20,0,"Pintu Rime Gayo"
"7142",2015-07-21,0,"Pintu Rime Gayo"
"7143",2015-07-22,0,"Pintu Rime Gayo"
"7144",2015-07-23,0,"Pintu Rime Gayo"
"7145",2015-07-24,0,"Pintu Rime Gayo"
"7146",2015-07-25,0,"Pintu Rime Gayo"
"7147",2015-07-26,0,"Pintu Rime Gayo"
"7148",2015-07-27,0,"Pintu Rime Gayo"
"7149",2015-07-28,0,"Pintu Rime Gayo"
"7150",2015-07-29,0,"Pintu Rime Gayo"
"7151",2015-07-30,0,"Pintu Rime Gayo"
"7152",2015-07-31,0,"Pintu Rime Gayo"
"7153",2015-08-01,0,"Pintu Rime Gayo"
"7154",2015-08-02,0,"Pintu Rime Gayo"
"7155",2015-08-03,0,"Pintu Rime Gayo"
"7156",2015-08-04,0,"Pintu Rime Gayo"
"7157",2015-08-05,0,"Pintu Rime Gayo"
"7158",2015-08-06,0,"Pintu Rime Gayo"
"7159",2015-08-07,0,"Pintu Rime Gayo"
"7160",2015-08-08,0,"Pintu Rime Gayo"
"7161",2015-08-09,0,"Pintu Rime Gayo"
"7162",2015-08-10,0,"Pintu Rime Gayo"
"7163",2015-08-11,0,"Pintu Rime Gayo"
"7164",2015-08-12,0,"Pintu Rime Gayo"
"7165",2015-08-13,0,"Pintu Rime Gayo"
"7166",2015-08-14,0,"Pintu Rime Gayo"
"7167",2015-08-15,0,"Pintu Rime Gayo"
"7168",2015-08-16,0,"Pintu Rime Gayo"
"7169",2015-08-17,0,"Pintu Rime Gayo"
"7170",2015-08-18,0,"Pintu Rime Gayo"
"7171",2015-08-19,0,"Pintu Rime Gayo"
"7172",2015-08-20,0,"Pintu Rime Gayo"
"7173",2015-08-21,0,"Pintu Rime Gayo"
"7174",2015-08-22,0,"Pintu Rime Gayo"
"7175",2015-08-23,0,"Pintu Rime Gayo"
"7176",2015-08-24,0,"Pintu Rime Gayo"
"7177",2015-08-25,0,"Pintu Rime Gayo"
"7178",2015-08-26,0,"Pintu Rime Gayo"
"7179",2015-08-27,0,"Pintu Rime Gayo"
"7180",2015-08-28,0,"Pintu Rime Gayo"
"7181",2015-08-29,0,"Pintu Rime Gayo"
"7182",2015-08-30,0,"Pintu Rime Gayo"
"7183",2015-08-31,0,"Pintu Rime Gayo"
"7184",2015-09-01,0,"Pintu Rime Gayo"
"7185",2015-09-02,0,"Pintu Rime Gayo"
"7186",2015-09-03,0,"Pintu Rime Gayo"
"7187",2015-09-04,0,"Pintu Rime Gayo"
"7188",2015-09-05,0,"Pintu Rime Gayo"
"7189",2015-09-06,0,"Pintu Rime Gayo"
"7190",2015-09-07,0,"Pintu Rime Gayo"
"7191",2015-09-08,0,"Pintu Rime Gayo"
"7192",2015-09-09,0,"Pintu Rime Gayo"
"7193",2015-09-10,0,"Pintu Rime Gayo"
"7194",2015-09-11,0,"Pintu Rime Gayo"
"7195",2015-09-12,0,"Pintu Rime Gayo"
"7196",2015-09-13,0,"Pintu Rime Gayo"
"7197",2015-09-14,0,"Pintu Rime Gayo"
"7198",2015-09-15,0,"Pintu Rime Gayo"
"7199",2015-09-16,0,"Pintu Rime Gayo"
"7200",2015-09-17,0,"Pintu Rime Gayo"
"7201",2015-09-18,0,"Pintu Rime Gayo"
"7202",2015-09-19,0,"Pintu Rime Gayo"
"7203",2015-09-20,0,"Pintu Rime Gayo"
"7204",2015-09-21,0,"Pintu Rime Gayo"
"7205",2015-09-22,0,"Pintu Rime Gayo"
"7206",2015-09-23,0,"Pintu Rime Gayo"
"7207",2015-09-24,0,"Pintu Rime Gayo"
"7208",2015-09-25,0,"Pintu Rime Gayo"
"7209",2015-09-26,0,"Pintu Rime Gayo"
"7210",2015-09-27,0,"Pintu Rime Gayo"
"7211",2015-09-28,0,"Pintu Rime Gayo"
"7212",2015-09-29,0,"Pintu Rime Gayo"
"7213",2015-09-30,0,"Pintu Rime Gayo"
"7214",2015-10-01,0,"Pintu Rime Gayo"
"7215",2015-10-02,0,"Pintu Rime Gayo"
"7216",2015-10-03,0,"Pintu Rime Gayo"
"7217",2015-10-04,0,"Pintu Rime Gayo"
"7218",2015-10-05,0,"Pintu Rime Gayo"
"7219",2015-10-06,0,"Pintu Rime Gayo"
"7220",2015-10-07,0,"Pintu Rime Gayo"
"7221",2015-10-08,0,"Pintu Rime Gayo"
"7222",2015-10-09,0,"Pintu Rime Gayo"
"7223",2015-10-10,0,"Pintu Rime Gayo"
"7224",2015-10-11,0,"Pintu Rime Gayo"
"7225",2015-10-12,0,"Pintu Rime Gayo"
"7226",2015-10-13,0,"Pintu Rime Gayo"
"7227",2015-10-14,0,"Pintu Rime Gayo"
"7228",2015-10-15,0,"Pintu Rime Gayo"
"7229",2015-10-16,0,"Pintu Rime Gayo"
"7230",2015-10-17,0,"Pintu Rime Gayo"
"7231",2015-10-18,0,"Pintu Rime Gayo"
"7232",2015-10-19,0,"Pintu Rime Gayo"
"7233",2015-10-20,0,"Pintu Rime Gayo"
"7234",2015-10-21,0,"Pintu Rime Gayo"
"7235",2015-10-22,0,"Pintu Rime Gayo"
"7236",2015-10-23,0,"Pintu Rime Gayo"
"7237",2015-10-24,0,"Pintu Rime Gayo"
"7238",2015-10-25,0,"Pintu Rime Gayo"
"7239",2015-10-26,0,"Pintu Rime Gayo"
"7240",2015-10-27,0,"Pintu Rime Gayo"
"7241",2015-10-28,0,"Pintu Rime Gayo"
"7242",2015-10-29,0,"Pintu Rime Gayo"
"7243",2015-10-30,0,"Pintu Rime Gayo"
"7244",2015-10-31,0,"Pintu Rime Gayo"
"7245",2015-11-01,50,"Pintu Rime Gayo"
"7246",2015-11-02,0,"Pintu Rime Gayo"
"7247",2015-11-03,0,"Pintu Rime Gayo"
"7248",2015-11-04,0,"Pintu Rime Gayo"
"7249",2015-11-05,0,"Pintu Rime Gayo"
"7250",2015-11-06,0,"Pintu Rime Gayo"
"7251",2015-11-07,0,"Pintu Rime Gayo"
"7252",2015-11-08,0,"Pintu Rime Gayo"
"7253",2015-11-09,0,"Pintu Rime Gayo"
"7254",2015-11-10,0,"Pintu Rime Gayo"
"7255",2015-11-11,62,"Pintu Rime Gayo"
"7256",2015-11-12,0,"Pintu Rime Gayo"
"7257",2015-11-13,9,"Pintu Rime Gayo"
"7258",2015-11-14,0,"Pintu Rime Gayo"
"7259",2015-11-15,0,"Pintu Rime Gayo"
"7260",2015-11-16,0,"Pintu Rime Gayo"
"7261",2015-11-17,6,"Pintu Rime Gayo"
"7262",2015-11-18,15,"Pintu Rime Gayo"
"7263",2015-11-19,12,"Pintu Rime Gayo"
"7264",2015-11-20,8,"Pintu Rime Gayo"
"7265",2015-11-21,39,"Pintu Rime Gayo"
"7266",2015-11-22,0,"Pintu Rime Gayo"
"7267",2015-11-23,0,"Pintu Rime Gayo"
"7268",2015-11-24,0,"Pintu Rime Gayo"
"7269",2015-11-25,2,"Pintu Rime Gayo"
"7270",2015-11-26,17,"Pintu Rime Gayo"
"7271",2015-11-27,4,"Pintu Rime Gayo"
"7272",2015-11-28,0,"Pintu Rime Gayo"
"7273",2015-11-29,0,"Pintu Rime Gayo"
"7274",2015-11-30,3,"Pintu Rime Gayo"
"7275",2015-12-01,13,"Pintu Rime Gayo"
"7276",2015-12-02,61,"Pintu Rime Gayo"
"7277",2015-12-03,4,"Pintu Rime Gayo"
"7278",2015-12-04,0,"Pintu Rime Gayo"
"7279",2015-12-05,0,"Pintu Rime Gayo"
"7280",2015-12-06,0,"Pintu Rime Gayo"
"7281",2015-12-07,0,"Pintu Rime Gayo"
"7282",2015-12-08,30,"Pintu Rime Gayo"
"7283",2015-12-09,0,"Pintu Rime Gayo"
"7284",2015-12-10,0,"Pintu Rime Gayo"
"7285",2015-12-11,6,"Pintu Rime Gayo"
"7286",2015-12-12,2,"Pintu Rime Gayo"
"7287",2015-12-13,4,"Pintu Rime Gayo"
"7288",2015-12-14,21,"Pintu Rime Gayo"
"7289",2015-12-15,22,"Pintu Rime Gayo"
"7290",2015-12-16,50,"Pintu Rime Gayo"
"7291",2015-12-17,23,"Pintu Rime Gayo"
"7292",2015-12-18,28,"Pintu Rime Gayo"
"7293",2015-12-19,60,"Pintu Rime Gayo"
"7294",2015-12-20,56,"Pintu Rime Gayo"
"7295",2015-12-21,0,"Pintu Rime Gayo"
"7296",2015-12-22,0,"Pintu Rime Gayo"
"7297",2015-12-23,0,"Pintu Rime Gayo"
"7298",2015-12-24,0,"Pintu Rime Gayo"
"7299",2015-12-25,0,"Pintu Rime Gayo"
"7300",2015-12-26,0,"Pintu Rime Gayo"
"7301",2015-12-27,0,"Pintu Rime Gayo"
"7302",2015-12-28,0,"Pintu Rime Gayo"
"7303",2015-12-29,0,"Pintu Rime Gayo"
"7304",2015-12-30,10,"Pintu Rime Gayo"
"7305",2015-12-31,0,"Pintu Rime Gayo"
"7306",2016-01-01,160.4,"Pintu Rime Gayo"
"7307",2016-01-02,0,"Pintu Rime Gayo"
"7308",2016-01-03,0,"Pintu Rime Gayo"
"7309",2016-01-04,0,"Pintu Rime Gayo"
"7310",2016-01-05,0,"Pintu Rime Gayo"
"7311",2016-01-06,0,"Pintu Rime Gayo"
"7312",2016-01-07,0.1,"Pintu Rime Gayo"
"7313",2016-01-08,8.5,"Pintu Rime Gayo"
"7314",2016-01-09,0.6,"Pintu Rime Gayo"
"7315",2016-01-10,0.2,"Pintu Rime Gayo"
"7316",2016-01-11,0,"Pintu Rime Gayo"
"7317",2016-01-12,0,"Pintu Rime Gayo"
"7318",2016-01-13,0,"Pintu Rime Gayo"
"7319",2016-01-14,4,"Pintu Rime Gayo"
"7320",2016-01-15,0,"Pintu Rime Gayo"
"7321",2016-01-16,19.6,"Pintu Rime Gayo"
"7322",2016-01-17,6,"Pintu Rime Gayo"
"7323",2016-01-18,67.2,"Pintu Rime Gayo"
"7324",2016-01-19,11.9,"Pintu Rime Gayo"
"7325",2016-01-20,0.1,"Pintu Rime Gayo"
"7326",2016-01-21,60.5,"Pintu Rime Gayo"
"7327",2016-01-22,3.8,"Pintu Rime Gayo"
"7328",2016-01-23,10.9,"Pintu Rime Gayo"
"7329",2016-01-24,0.1,"Pintu Rime Gayo"
"7330",2016-01-25,0,"Pintu Rime Gayo"
"7331",2016-01-26,74.1,"Pintu Rime Gayo"
