"","Tanggal","Curah_Hujan","Nama_Stasiun"
"3680",2017-01-27,0,"Pegasing"
"3681",2017-01-28,6,"Pegasing"
"3682",2017-01-29,8.5,"Pegasing"
"3683",2017-01-30,1.5,"Pegasing"
"3684",2017-01-31,2.5,"Pegasing"
"3685",2017-02-01,1,"Pegasing"
"3686",2017-02-02,27,"Pegasing"
"3687",2017-02-03,2,"Pegasing"
"3688",2017-02-04,11,"Pegasing"
"3689",2017-02-05,0,"Pegasing"
"3690",2017-02-06,3,"Pegasing"
"3691",2017-02-07,15,"Pegasing"
"3692",2017-02-08,0,"Pegasing"
"3693",2017-02-09,13,"Pegasing"
"3694",2017-02-10,7.5,"Pegasing"
"3695",2017-02-11,0,"Pegasing"
"3696",2017-02-12,0,"Pegasing"
"3697",2017-02-13,5,"Pegasing"
"3698",2017-02-14,34.5,"Pegasing"
"3699",2017-02-15,9.5,"Pegasing"
"3700",2017-02-16,56,"Pegasing"
"3701",2017-02-17,13.5,"Pegasing"
"3702",2017-02-18,12,"Pegasing"
"3703",2017-02-19,0,"Pegasing"
"3704",2017-02-20,8,"Pegasing"
"3705",2017-02-21,2.5,"Pegasing"
"3706",2017-02-22,5,"Pegasing"
"3707",2017-02-23,32,"Pegasing"
"3708",2017-02-24,0,"Pegasing"
"3709",2017-02-25,0,"Pegasing"
"3710",2017-02-26,3,"Pegasing"
"3711",2017-02-27,0,"Pegasing"
"3712",2017-02-28,1.5,"Pegasing"
"3713",2017-03-01,2,"Pegasing"
"3714",2017-03-02,7,"Pegasing"
"3715",2017-03-03,0,"Pegasing"
"3716",2017-03-04,1,"Pegasing"
"3717",2017-03-05,0,"Pegasing"
"3718",2017-03-06,0,"Pegasing"
"3719",2017-03-07,8,"Pegasing"
"3720",2017-03-08,2.5,"Pegasing"
"3721",2017-03-09,0,"Pegasing"
"3722",2017-03-10,0,"Pegasing"
"3723",2017-03-11,0,"Pegasing"
"3724",2017-03-12,2.5,"Pegasing"
"3725",2017-03-13,0,"Pegasing"
"3726",2017-03-14,0,"Pegasing"
"3727",2017-03-15,0,"Pegasing"
"3728",2017-03-16,9.5,"Pegasing"
"3729",2017-03-17,1.5,"Pegasing"
"3730",2017-03-18,30.5,"Pegasing"
"3731",2017-03-19,69,"Pegasing"
"3732",2017-03-20,2.5,"Pegasing"
"3733",2017-03-21,6,"Pegasing"
"3734",2017-03-22,0,"Pegasing"
"3735",2017-03-23,0,"Pegasing"
"3736",2017-03-24,0,"Pegasing"
"3737",2017-03-25,4.5,"Pegasing"
"3738",2017-03-26,8.5,"Pegasing"
"3739",2017-03-27,0,"Pegasing"
"3740",2017-03-28,3.5,"Pegasing"
"3741",2017-03-29,5,"Pegasing"
"3742",2017-03-30,0,"Pegasing"
"3743",2017-03-31,11,"Pegasing"
"3744",2017-04-01,1,"Pegasing"
"3745",2017-04-02,6,"Pegasing"
"3746",2017-04-03,0,"Pegasing"
"3747",2017-04-04,0,"Pegasing"
"3748",2017-04-05,0,"Pegasing"
"3749",2017-04-06,0,"Pegasing"
"3750",2017-04-07,0,"Pegasing"
"3751",2017-04-08,49,"Pegasing"
"3752",2017-04-09,70.5,"Pegasing"
"3753",2017-04-10,19,"Pegasing"
"3754",2017-04-11,5.5,"Pegasing"
"3755",2017-04-12,12.5,"Pegasing"
"3756",2017-04-13,0,"Pegasing"
"3757",2017-04-14,0,"Pegasing"
"3758",2017-04-15,0,"Pegasing"
"3759",2017-04-16,0,"Pegasing"
"3760",2017-04-17,19.5,"Pegasing"
"3761",2017-04-18,1.5,"Pegasing"
"3762",2017-04-19,38,"Pegasing"
"3763",2017-04-20,11.5,"Pegasing"
"3764",2017-04-21,0,"Pegasing"
"3765",2017-04-22,4,"Pegasing"
"3766",2017-04-23,12.5,"Pegasing"
"3767",2017-04-24,0,"Pegasing"
"3768",2017-04-25,0,"Pegasing"
"3769",2017-04-26,1.5,"Pegasing"
"3770",2017-04-27,0,"Pegasing"
"3771",2017-04-28,6,"Pegasing"
"3772",2017-04-29,43,"Pegasing"
"3773",2017-04-30,15,"Pegasing"
"3774",2017-05-01,0,"Pegasing"
"3775",2017-05-02,0,"Pegasing"
"3776",2017-05-03,0,"Pegasing"
"3777",2017-05-04,0,"Pegasing"
"3778",2017-05-05,0,"Pegasing"
"3779",2017-05-06,0,"Pegasing"
"3780",2017-05-07,0,"Pegasing"
"3781",2017-05-08,0,"Pegasing"
"3782",2017-05-09,7,"Pegasing"
"3783",2017-05-10,6.5,"Pegasing"
"3784",2017-05-11,0,"Pegasing"
"3785",2017-05-12,0,"Pegasing"
"3786",2017-05-13,0,"Pegasing"
"3787",2017-05-14,0,"Pegasing"
"3788",2017-05-15,0,"Pegasing"
"3789",2017-05-16,0,"Pegasing"
"3790",2017-05-17,0,"Pegasing"
"3791",2017-05-18,0,"Pegasing"
"3792",2017-05-19,0,"Pegasing"
"3793",2017-05-20,0,"Pegasing"
"3794",2017-05-21,0,"Pegasing"
"3795",2017-05-22,0,"Pegasing"
"3796",2017-05-23,0,"Pegasing"
"3797",2017-05-24,0,"Pegasing"
"3798",2017-05-25,0,"Pegasing"
"3799",2017-05-26,0,"Pegasing"
"3800",2017-05-27,0,"Pegasing"
"3801",2017-05-28,0,"Pegasing"
"3802",2017-05-29,18.5,"Pegasing"
"3803",2017-05-30,0,"Pegasing"
"3804",2017-05-31,0,"Pegasing"
"3805",2017-06-01,0,"Pegasing"
"3806",2017-06-02,0,"Pegasing"
"3807",2017-06-03,0,"Pegasing"
"3808",2017-06-04,0,"Pegasing"
"3809",2017-06-05,0,"Pegasing"
"3810",2017-06-06,3,"Pegasing"
"3811",2017-06-07,6,"Pegasing"
"3812",2017-06-08,0,"Pegasing"
"3813",2017-06-09,0,"Pegasing"
"3814",2017-06-10,0,"Pegasing"
"3815",2017-06-11,0,"Pegasing"
"3816",2017-06-12,0,"Pegasing"
"3817",2017-06-13,23,"Pegasing"
"3818",2017-06-14,0,"Pegasing"
"3819",2017-06-15,0,"Pegasing"
"3820",2017-06-16,0,"Pegasing"
"3821",2017-06-17,0,"Pegasing"
"3822",2017-06-18,0,"Pegasing"
"3823",2017-06-19,0,"Pegasing"
"3824",2017-06-20,0,"Pegasing"
"3825",2017-06-21,0,"Pegasing"
"3826",2017-06-22,2,"Pegasing"
"3827",2017-06-23,0,"Pegasing"
"3828",2017-06-24,1,"Pegasing"
"3829",2017-06-25,0,"Pegasing"
"3830",2017-06-26,0,"Pegasing"
"3831",2017-06-27,0,"Pegasing"
"3832",2017-06-28,12.5,"Pegasing"
"3833",2017-06-29,0,"Pegasing"
"3834",2017-06-30,0,"Pegasing"
"3835",2017-07-01,0,"Pegasing"
"3836",2017-07-02,0,"Pegasing"
"3837",2017-07-03,0,"Pegasing"
"3838",2017-07-04,0,"Pegasing"
"3839",2017-07-05,0,"Pegasing"
"3840",2017-07-06,0,"Pegasing"
"3841",2017-07-07,0,"Pegasing"
"3842",2017-07-08,0,"Pegasing"
"3843",2017-07-09,0,"Pegasing"
"3844",2017-07-10,0,"Pegasing"
"3845",2017-07-11,0,"Pegasing"
"3846",2017-07-12,0,"Pegasing"
"3847",2017-07-13,0,"Pegasing"
"3848",2017-07-14,0,"Pegasing"
"3849",2017-07-15,0,"Pegasing"
"3850",2017-07-16,0,"Pegasing"
"3851",2017-07-17,0,"Pegasing"
"3852",2017-07-18,0,"Pegasing"
"3853",2017-07-19,0,"Pegasing"
"3854",2017-07-20,4,"Pegasing"
"3855",2017-07-21,0,"Pegasing"
"3856",2017-07-22,0,"Pegasing"
"3857",2017-07-23,0,"Pegasing"
"3858",2017-07-24,0,"Pegasing"
"3859",2017-07-25,0,"Pegasing"
"3860",2017-07-26,0,"Pegasing"
"3861",2017-07-27,0,"Pegasing"
"3862",2017-07-28,0,"Pegasing"
"3863",2017-07-29,13.5,"Pegasing"
"3864",2017-07-30,3.5,"Pegasing"
"3865",2017-07-31,0,"Pegasing"
"3866",2017-08-01,0,"Pegasing"
"3867",2017-08-02,0,"Pegasing"
"3868",2017-08-03,0,"Pegasing"
"3869",2017-08-04,0,"Pegasing"
"3870",2017-08-05,0,"Pegasing"
"3871",2017-08-06,0,"Pegasing"
"3872",2017-08-07,0,"Pegasing"
"3873",2017-08-08,0,"Pegasing"
"3874",2017-08-09,0,"Pegasing"
"3875",2017-08-10,0,"Pegasing"
"3876",2017-08-11,0,"Pegasing"
"3877",2017-08-12,0,"Pegasing"
"3878",2017-08-13,0,"Pegasing"
"3879",2017-08-14,0,"Pegasing"
"3880",2017-08-15,0,"Pegasing"
"3881",2017-08-16,0,"Pegasing"
"3882",2017-08-17,0,"Pegasing"
"3883",2017-08-18,0,"Pegasing"
"3884",2017-08-19,0,"Pegasing"
"3885",2017-08-20,0,"Pegasing"
"3886",2017-08-21,0,"Pegasing"
"3887",2017-08-22,0,"Pegasing"
"3888",2017-08-23,0,"Pegasing"
"3889",2017-08-24,0,"Pegasing"
"3890",2017-08-25,0,"Pegasing"
"3891",2017-08-26,0,"Pegasing"
"3892",2017-08-27,0,"Pegasing"
"3893",2017-08-28,0,"Pegasing"
"3894",2017-08-29,0,"Pegasing"
"3895",2017-08-30,0,"Pegasing"
"3896",2017-08-31,0,"Pegasing"
"3897",2017-09-01,0,"Pegasing"
"3898",2017-09-02,0,"Pegasing"
"3899",2017-09-03,8,"Pegasing"
"3900",2017-09-04,0,"Pegasing"
"3901",2017-09-05,8,"Pegasing"
"3902",2017-09-06,0,"Pegasing"
"3903",2017-09-07,12,"Pegasing"
"3904",2017-09-08,0,"Pegasing"
"3905",2017-09-09,0,"Pegasing"
"3906",2017-09-10,0,"Pegasing"
"3907",2017-09-11,0,"Pegasing"
"3908",2017-09-12,0,"Pegasing"
"3909",2017-09-13,0,"Pegasing"
"3910",2017-09-14,0,"Pegasing"
"3911",2017-09-15,0,"Pegasing"
"3912",2017-09-16,0,"Pegasing"
"3913",2017-09-17,0,"Pegasing"
"3914",2017-09-18,0,"Pegasing"
"3915",2017-09-19,0,"Pegasing"
"3916",2017-09-20,0,"Pegasing"
"3917",2017-09-21,0,"Pegasing"
"3918",2017-09-22,0,"Pegasing"
"3919",2017-09-23,0,"Pegasing"
"3920",2017-09-24,10,"Pegasing"
"3921",2017-09-25,0,"Pegasing"
"3922",2017-09-26,8,"Pegasing"
"3923",2017-09-27,0,"Pegasing"
"3924",2017-09-28,22.5,"Pegasing"
"3925",2017-09-29,1.5,"Pegasing"
"3926",2017-09-30,23.5,"Pegasing"
"3927",2017-10-01,0,"Pegasing"
"3928",2017-10-02,0,"Pegasing"
"3929",2017-10-03,0,"Pegasing"
"3930",2017-10-04,71,"Pegasing"
"3931",2017-10-05,0,"Pegasing"
"3932",2017-10-06,37,"Pegasing"
"3933",2017-10-07,23,"Pegasing"
"3934",2017-10-08,3,"Pegasing"
"3935",2017-10-09,20,"Pegasing"
"3936",2017-10-10,6.5,"Pegasing"
"3937",2017-10-11,0,"Pegasing"
"3938",2017-10-12,6,"Pegasing"
"3939",2017-10-13,0,"Pegasing"
"3940",2017-10-14,0,"Pegasing"
"3941",2017-10-15,0,"Pegasing"
"3942",2017-10-16,0,"Pegasing"
"3943",2017-10-17,0,"Pegasing"
"3944",2017-10-18,0,"Pegasing"
"3945",2017-10-19,3,"Pegasing"
"3946",2017-10-20,3,"Pegasing"
"3947",2017-10-21,0,"Pegasing"
"3948",2017-10-22,0,"Pegasing"
"3949",2017-10-23,0,"Pegasing"
"3950",2017-10-24,0,"Pegasing"
"3951",2017-10-25,0,"Pegasing"
"3952",2017-10-26,8.5,"Pegasing"
"3953",2017-10-27,3,"Pegasing"
"3954",2017-10-28,2,"Pegasing"
"3955",2017-10-29,0,"Pegasing"
"3956",2017-10-30,0,"Pegasing"
"3957",2017-10-31,0,"Pegasing"
"3958",2017-11-01,33,"Pegasing"
"3959",2017-11-02,29,"Pegasing"
"3960",2017-11-03,3,"Pegasing"
"3961",2017-11-04,0,"Pegasing"
"3962",2017-11-05,18,"Pegasing"
"3963",2017-11-06,1,"Pegasing"
"3964",2017-11-07,0,"Pegasing"
"3965",2017-11-08,21.5,"Pegasing"
"3966",2017-11-09,0,"Pegasing"
"3967",2017-11-10,19.5,"Pegasing"
"3968",2017-11-11,45,"Pegasing"
"3969",2017-11-12,2,"Pegasing"
"3970",2017-11-13,1,"Pegasing"
"3971",2017-11-14,8.5,"Pegasing"
"3972",2017-11-15,38,"Pegasing"
"3973",2017-11-16,0,"Pegasing"
"3974",2017-11-17,19.5,"Pegasing"
"3975",2017-11-18,6.5,"Pegasing"
"3976",2017-11-19,0,"Pegasing"
"3977",2017-11-20,7.5,"Pegasing"
"3978",2017-11-21,22.5,"Pegasing"
"3979",2017-11-22,37,"Pegasing"
"3980",2017-11-23,3.5,"Pegasing"
"3981",2017-11-24,0,"Pegasing"
"3982",2017-11-25,0,"Pegasing"
"3983",2017-11-26,2,"Pegasing"
"3984",2017-11-27,9,"Pegasing"
"3985",2017-11-28,31,"Pegasing"
"3986",2017-11-29,1,"Pegasing"
"3987",2017-11-30,0,"Pegasing"
"3988",2017-12-01,0,"Pegasing"
"3989",2017-12-02,0,"Pegasing"
"3990",2017-12-03,0,"Pegasing"
"3991",2017-12-04,0,"Pegasing"
"3992",2017-12-05,6.5,"Pegasing"
"3993",2017-12-06,0,"Pegasing"
"3994",2017-12-07,36,"Pegasing"
"3995",2017-12-08,1,"Pegasing"
"3996",2017-12-09,36,"Pegasing"
"3997",2017-12-10,1.5,"Pegasing"
"3998",2017-12-11,0,"Pegasing"
"3999",2017-12-12,0,"Pegasing"
"4000",2017-12-13,0,"Pegasing"
"4001",2017-12-14,29,"Pegasing"
"4002",2017-12-15,2,"Pegasing"
"4003",2017-12-16,45,"Pegasing"
"4004",2017-12-17,39,"Pegasing"
"4005",2017-12-18,102,"Pegasing"
"4006",2017-12-19,4,"Pegasing"
"4007",2017-12-20,0,"Pegasing"
"4008",2017-12-21,3.5,"Pegasing"
"4009",2017-12-22,0,"Pegasing"
"4010",2017-12-23,0,"Pegasing"
"4011",2017-12-24,0,"Pegasing"
"4012",2017-12-25,0,"Pegasing"
"4013",2017-12-26,0,"Pegasing"
"4014",2017-12-27,0,"Pegasing"
"4015",2017-12-28,0,"Pegasing"
"4016",2017-12-29,0,"Pegasing"
"4017",2017-12-30,0,"Pegasing"
"4018",2017-12-31,1.5,"Pegasing"
"4019",2007-01-01,5,"Pintu Rime Gayo"
"4020",2007-01-02,19,"Pintu Rime Gayo"
"4021",2007-01-03,7,"Pintu Rime Gayo"
"4022",2007-01-04,4,"Pintu Rime Gayo"
"4023",2007-01-05,6,"Pintu Rime Gayo"
"4024",2007-01-06,4,"Pintu Rime Gayo"
"4025",2007-01-07,10,"Pintu Rime Gayo"
"4026",2007-01-08,50,"Pintu Rime Gayo"
"4027",2007-01-09,51,"Pintu Rime Gayo"
"4028",2007-01-10,40,"Pintu Rime Gayo"
"4029",2007-01-11,80,"Pintu Rime Gayo"
"4030",2007-01-12,50,"Pintu Rime Gayo"
"4031",2007-01-13,48,"Pintu Rime Gayo"
"4032",2007-01-14,0,"Pintu Rime Gayo"
"4033",2007-01-15,0,"Pintu Rime Gayo"
"4034",2007-01-16,0,"Pintu Rime Gayo"
"4035",2007-01-17,5,"Pintu Rime Gayo"
"4036",2007-01-18,4,"Pintu Rime Gayo"
"4037",2007-01-19,39,"Pintu Rime Gayo"
"4038",2007-01-20,10,"Pintu Rime Gayo"
"4039",2007-01-21,7,"Pintu Rime Gayo"
"4040",2007-01-22,0,"Pintu Rime Gayo"
"4041",2007-01-23,2,"Pintu Rime Gayo"
"4042",2007-01-24,5,"Pintu Rime Gayo"
"4043",2007-01-25,0,"Pintu Rime Gayo"
"4044",2007-01-26,8,"Pintu Rime Gayo"
"4045",2007-01-27,0,"Pintu Rime Gayo"
"4046",2007-01-28,3,"Pintu Rime Gayo"
"4047",2007-01-29,5,"Pintu Rime Gayo"
"4048",2007-01-30,34,"Pintu Rime Gayo"
"4049",2007-01-31,2,"Pintu Rime Gayo"
"4050",2007-02-01,33,"Pintu Rime Gayo"
"4051",2007-02-02,6,"Pintu Rime Gayo"
"4052",2007-02-03,0,"Pintu Rime Gayo"
"4053",2007-02-04,4,"Pintu Rime Gayo"
"4054",2007-02-05,0,"Pintu Rime Gayo"
"4055",2007-02-06,15,"Pintu Rime Gayo"
"4056",2007-02-07,8,"Pintu Rime Gayo"
"4057",2007-02-08,0,"Pintu Rime Gayo"
"4058",2007-02-09,26,"Pintu Rime Gayo"
"4059",2007-02-10,0,"Pintu Rime Gayo"
"4060",2007-02-11,30,"Pintu Rime Gayo"
"4061",2007-02-12,20,"Pintu Rime Gayo"
"4062",2007-02-13,0,"Pintu Rime Gayo"
"4063",2007-02-14,0,"Pintu Rime Gayo"
"4064",2007-02-15,0,"Pintu Rime Gayo"
"4065",2007-02-16,10,"Pintu Rime Gayo"
"4066",2007-02-17,19,"Pintu Rime Gayo"
"4067",2007-02-18,12,"Pintu Rime Gayo"
"4068",2007-02-19,0,"Pintu Rime Gayo"
"4069",2007-02-20,16,"Pintu Rime Gayo"
"4070",2007-02-21,24,"Pintu Rime Gayo"
"4071",2007-02-22,0,"Pintu Rime Gayo"
"4072",2007-02-23,0,"Pintu Rime Gayo"
"4073",2007-02-24,24,"Pintu Rime Gayo"
"4074",2007-02-25,0,"Pintu Rime Gayo"
"4075",2007-02-26,14,"Pintu Rime Gayo"
"4076",2007-02-27,44,"Pintu Rime Gayo"
"4077",2007-02-28,2,"Pintu Rime Gayo"
"4078",2007-03-01,0,"Pintu Rime Gayo"
"4079",2007-03-02,0,"Pintu Rime Gayo"
"4080",2007-03-03,0,"Pintu Rime Gayo"
"4081",2007-03-04,0,"Pintu Rime Gayo"
"4082",2007-03-05,0,"Pintu Rime Gayo"
"4083",2007-03-06,0,"Pintu Rime Gayo"
"4084",2007-03-07,4,"Pintu Rime Gayo"
"4085",2007-03-08,0,"Pintu Rime Gayo"
"4086",2007-03-09,40,"Pintu Rime Gayo"
"4087",2007-03-10,0,"Pintu Rime Gayo"
"4088",2007-03-11,0,"Pintu Rime Gayo"
"4089",2007-03-12,9,"Pintu Rime Gayo"
"4090",2007-03-13,0,"Pintu Rime Gayo"
"4091",2007-03-14,21,"Pintu Rime Gayo"
"4092",2007-03-15,3,"Pintu Rime Gayo"
"4093",2007-03-16,29,"Pintu Rime Gayo"
"4094",2007-03-17,29,"Pintu Rime Gayo"
"4095",2007-03-18,23,"Pintu Rime Gayo"
"4096",2007-03-19,19,"Pintu Rime Gayo"
"4097",2007-03-20,19,"Pintu Rime Gayo"
"4098",2007-03-21,2,"Pintu Rime Gayo"
"4099",2007-03-22,5,"Pintu Rime Gayo"
"4100",2007-03-23,0,"Pintu Rime Gayo"
"4101",2007-03-24,0,"Pintu Rime Gayo"
"4102",2007-03-25,0,"Pintu Rime Gayo"
"4103",2007-03-26,0,"Pintu Rime Gayo"
"4104",2007-03-27,7,"Pintu Rime Gayo"
"4105",2007-03-28,12,"Pintu Rime Gayo"
"4106",2007-03-29,2,"Pintu Rime Gayo"
"4107",2007-03-30,0,"Pintu Rime Gayo"
"4108",2007-03-31,35,"Pintu Rime Gayo"
"4109",2007-04-01,2,"Pintu Rime Gayo"
"4110",2007-04-02,0,"Pintu Rime Gayo"
"4111",2007-04-03,0,"Pintu Rime Gayo"
"4112",2007-04-04,2,"Pintu Rime Gayo"
"4113",2007-04-05,0,"Pintu Rime Gayo"
"4114",2007-04-06,0,"Pintu Rime Gayo"
"4115",2007-04-07,5,"Pintu Rime Gayo"
"4116",2007-04-08,0,"Pintu Rime Gayo"
"4117",2007-04-09,0,"Pintu Rime Gayo"
"4118",2007-04-10,0,"Pintu Rime Gayo"
"4119",2007-04-11,0,"Pintu Rime Gayo"
"4120",2007-04-12,0,"Pintu Rime Gayo"
"4121",2007-04-13,0,"Pintu Rime Gayo"
"4122",2007-04-14,0,"Pintu Rime Gayo"
"4123",2007-04-15,0,"Pintu Rime Gayo"
"4124",2007-04-16,0,"Pintu Rime Gayo"
"4125",2007-04-17,0,"Pintu Rime Gayo"
"4126",2007-04-18,0,"Pintu Rime Gayo"
"4127",2007-04-19,0,"Pintu Rime Gayo"
"4128",2007-04-20,0,"Pintu Rime Gayo"
"4129",2007-04-21,0,"Pintu Rime Gayo"
"4130",2007-04-22,0,"Pintu Rime Gayo"
"4131",2007-04-23,0,"Pintu Rime Gayo"
"4132",2007-04-24,0,"Pintu Rime Gayo"
"4133",2007-04-25,0,"Pintu Rime Gayo"
"4134",2007-04-26,0,"Pintu Rime Gayo"
"4135",2007-04-27,0,"Pintu Rime Gayo"
"4136",2007-04-28,0,"Pintu Rime Gayo"
"4137",2007-04-29,0,"Pintu Rime Gayo"
"4138",2007-04-30,0,"Pintu Rime Gayo"
"4139",2007-05-01,9,"Pintu Rime Gayo"
"4140",2007-05-02,0,"Pintu Rime Gayo"
"4141",2007-05-03,45,"Pintu Rime Gayo"
"4142",2007-05-04,2,"Pintu Rime Gayo"
"4143",2007-05-05,20,"Pintu Rime Gayo"
"4144",2007-05-06,25,"Pintu Rime Gayo"
"4145",2007-05-07,5,"Pintu Rime Gayo"
"4146",2007-05-08,0,"Pintu Rime Gayo"
"4147",2007-05-09,0,"Pintu Rime Gayo"
"4148",2007-05-10,0,"Pintu Rime Gayo"
"4149",2007-05-11,0,"Pintu Rime Gayo"
"4150",2007-05-12,0,"Pintu Rime Gayo"
"4151",2007-05-13,31,"Pintu Rime Gayo"
"4152",2007-05-14,0,"Pintu Rime Gayo"
"4153",2007-05-15,17,"Pintu Rime Gayo"
"4154",2007-05-16,2,"Pintu Rime Gayo"
"4155",2007-05-17,18,"Pintu Rime Gayo"
"4156",2007-05-18,8,"Pintu Rime Gayo"
"4157",2007-05-19,16,"Pintu Rime Gayo"
"4158",2007-05-20,0,"Pintu Rime Gayo"
"4159",2007-05-21,0,"Pintu Rime Gayo"
"4160",2007-05-22,0,"Pintu Rime Gayo"
"4161",2007-05-23,0,"Pintu Rime Gayo"
"4162",2007-05-24,8,"Pintu Rime Gayo"
"4163",2007-05-25,0,"Pintu Rime Gayo"
"4164",2007-05-26,0,"Pintu Rime Gayo"
"4165",2007-05-27,0,"Pintu Rime Gayo"
"4166",2007-05-28,0,"Pintu Rime Gayo"
"4167",2007-05-29,2,"Pintu Rime Gayo"
"4168",2007-05-30,0,"Pintu Rime Gayo"
"4169",2007-05-31,4,"Pintu Rime Gayo"
"4170",2007-06-01,3,"Pintu Rime Gayo"
"4171",2007-06-02,0,"Pintu Rime Gayo"
"4172",2007-06-03,0,"Pintu Rime Gayo"
"4173",2007-06-04,0,"Pintu Rime Gayo"
"4174",2007-06-05,0,"Pintu Rime Gayo"
"4175",2007-06-06,0,"Pintu Rime Gayo"
"4176",2007-06-07,0,"Pintu Rime Gayo"
"4177",2007-06-08,0,"Pintu Rime Gayo"
"4178",2007-06-09,0,"Pintu Rime Gayo"
"4179",2007-06-10,0,"Pintu Rime Gayo"
"4180",2007-06-11,0,"Pintu Rime Gayo"
"4181",2007-06-12,0,"Pintu Rime Gayo"
"4182",2007-06-13,0,"Pintu Rime Gayo"
"4183",2007-06-14,0,"Pintu Rime Gayo"
"4184",2007-06-15,0,"Pintu Rime Gayo"
"4185",2007-06-16,0,"Pintu Rime Gayo"
"4186",2007-06-17,0,"Pintu Rime Gayo"
"4187",2007-06-18,15,"Pintu Rime Gayo"
"4188",2007-06-19,7,"Pintu Rime Gayo"
"4189",2007-06-20,9,"Pintu Rime Gayo"
"4190",2007-06-21,4,"Pintu Rime Gayo"
"4191",2007-06-22,0,"Pintu Rime Gayo"
"4192",2007-06-23,0,"Pintu Rime Gayo"
"4193",2007-06-24,0,"Pintu Rime Gayo"
"4194",2007-06-25,0,"Pintu Rime Gayo"
"4195",2007-06-26,0,"Pintu Rime Gayo"
"4196",2007-06-27,0,"Pintu Rime Gayo"
"4197",2007-06-28,6,"Pintu Rime Gayo"
"4198",2007-06-29,3,"Pintu Rime Gayo"
"4199",2007-06-30,0,"Pintu Rime Gayo"
"4200",2007-07-01,2,"Pintu Rime Gayo"
"4201",2007-07-02,0,"Pintu Rime Gayo"
"4202",2007-07-03,0,"Pintu Rime Gayo"
"4203",2007-07-04,5,"Pintu Rime Gayo"
"4204",2007-07-05,0,"Pintu Rime Gayo"
"4205",2007-07-06,0,"Pintu Rime Gayo"
"4206",2007-07-07,0,"Pintu Rime Gayo"
"4207",2007-07-08,0,"Pintu Rime Gayo"
"4208",2007-07-09,0,"Pintu Rime Gayo"
"4209",2007-07-10,0,"Pintu Rime Gayo"
"4210",2007-07-11,0,"Pintu Rime Gayo"
"4211",2007-07-12,0,"Pintu Rime Gayo"
"4212",2007-07-13,0,"Pintu Rime Gayo"
"4213",2007-07-14,0,"Pintu Rime Gayo"
"4214",2007-07-15,0,"Pintu Rime Gayo"
"4215",2007-07-16,0,"Pintu Rime Gayo"
"4216",2007-07-17,0,"Pintu Rime Gayo"
"4217",2007-07-18,0,"Pintu Rime Gayo"
"4218",2007-07-19,0,"Pintu Rime Gayo"
"4219",2007-07-20,0,"Pintu Rime Gayo"
"4220",2007-07-21,0,"Pintu Rime Gayo"
"4221",2007-07-22,0,"Pintu Rime Gayo"
"4222",2007-07-23,0,"Pintu Rime Gayo"
"4223",2007-07-24,0,"Pintu Rime Gayo"
"4224",2007-07-25,0,"Pintu Rime Gayo"
"4225",2007-07-26,0,"Pintu Rime Gayo"
"4226",2007-07-27,0,"Pintu Rime Gayo"
"4227",2007-07-28,0,"Pintu Rime Gayo"
"4228",2007-07-29,0,"Pintu Rime Gayo"
"4229",2007-07-30,0,"Pintu Rime Gayo"
"4230",2007-07-31,0,"Pintu Rime Gayo"
"4231",2007-08-01,0,"Pintu Rime Gayo"
"4232",2007-08-02,0,"Pintu Rime Gayo"
"4233",2007-08-03,0,"Pintu Rime Gayo"
"4234",2007-08-04,0,"Pintu Rime Gayo"
"4235",2007-08-05,0,"Pintu Rime Gayo"
"4236",2007-08-06,0,"Pintu Rime Gayo"
"4237",2007-08-07,0,"Pintu Rime Gayo"
"4238",2007-08-08,0,"Pintu Rime Gayo"
"4239",2007-08-09,0,"Pintu Rime Gayo"
"4240",2007-08-10,0,"Pintu Rime Gayo"
"4241",2007-08-11,0,"Pintu Rime Gayo"
"4242",2007-08-12,0,"Pintu Rime Gayo"
"4243",2007-08-13,0,"Pintu Rime Gayo"
"4244",2007-08-14,0,"Pintu Rime Gayo"
"4245",2007-08-15,0,"Pintu Rime Gayo"
"4246",2007-08-16,0,"Pintu Rime Gayo"
"4247",2007-08-17,0,"Pintu Rime Gayo"
"4248",2007-08-18,0,"Pintu Rime Gayo"
"4249",2007-08-19,0,"Pintu Rime Gayo"
"4250",2007-08-20,0,"Pintu Rime Gayo"
"4251",2007-08-21,0,"Pintu Rime Gayo"
"4252",2007-08-22,0,"Pintu Rime Gayo"
"4253",2007-08-23,0,"Pintu Rime Gayo"
"4254",2007-08-24,0,"Pintu Rime Gayo"
"4255",2007-08-25,0,"Pintu Rime Gayo"
"4256",2007-08-26,0,"Pintu Rime Gayo"
"4257",2007-08-27,0,"Pintu Rime Gayo"
"4258",2007-08-28,0,"Pintu Rime Gayo"
"4259",2007-08-29,0,"Pintu Rime Gayo"
"4260",2007-08-30,0,"Pintu Rime Gayo"
"4261",2007-08-31,0,"Pintu Rime Gayo"
"4262",2007-09-01,0,"Pintu Rime Gayo"
"4263",2007-09-02,0,"Pintu Rime Gayo"
"4264",2007-09-03,0,"Pintu Rime Gayo"
"4265",2007-09-04,0,"Pintu Rime Gayo"
"4266",2007-09-05,0,"Pintu Rime Gayo"
"4267",2007-09-06,0,"Pintu Rime Gayo"
"4268",2007-09-07,0,"Pintu Rime Gayo"
